,Hotel Name,Rating,Address,City Code,Place ID
180,"Crowne Plaza St. Louis Airport, an IHG Hotel",3.9,"11228 Lone Eagle Drive, Bridgeton",STL,ChIJb6akrWYx34cRlc4u8rSZ6OY
181,Super 8 by Wyndham St. Louis Airport,2.8,"9798 Saint Charles Rock Road, Breckenridge Hills",STL,ChIJ9xlFFQk034cRD6bjOrzUZCI
182,Grand Hyatt Tampa Bay,4.5,"2900 Bayport Drive, Tampa",TPA,ChIJoaNvaGPCwogRa7EVtzV5nd8
183,Renaissance Tampa International Plaza Hotel,4.5,"4200 Jim Walter Boulevard, Tampa",TPA,ChIJc4_gvVLCwogRcMKGyflqumU
184,Tampa Airport Marriott,4.4,"Tampa International Airport, 4200 George J Bean Parkway, Tampa",TPA,ChIJQ0Sek0bCwogRpIIFHoyDJAs
185,Hilton Garden Inn Tampa Airport Westshore,4.4,"5312 Avion Park Drive, Tampa",TPA,ChIJ9fwTv1jCwogRLxo1ERokfrY
186,La Quinta Inn by Wyndham Tampa Bay Airport,3.1,"4730 West Spruce Street, Tampa",TPA,ChIJeXfQ9lbCwogROB-w_011tmQ
187,Washington Dulles Airport Marriott,4,"45020 Aviation Drive, Dulles",WAS,ChIJK87f1INHtokR8V-p_sIlSCc
188,The Westin Washington Dulles Airport,4.2,"2520 Wasser Terrace, Herndon",WAS,ChIJ3ZQHkXZHtokR0exa1cY04BY
189,"Candlewood Suites Washington-Dulles Herndon, an IHG Hotel",4,"13845 Sunrise Valley Drive, Herndon",WAS,ChIJIY5UmHVHtokRbH1F9nyGPFY
190,Hyatt Regency Dulles,4.2,"2300 Dulles Corner Boulevard, Herndon",WAS,ChIJQUumvYJHtokRz1JgP9NRqWg
191,Hyatt Place Herndon/Dulles Airport-East,4.1,"13711 Sayward Boulevard, Herndon",WAS,ChIJFd4YKZ1HtokRsrQ3BOMseMM
192,Courtyard by Marriott Fort Lauderdale Airport & Cruise Port,4.1,"400 Gulf Stream Way, Dania Beach",FLL,ChIJMc5As2qq2YgRiAl0u3qUCmE
193,"Candlewood Suites Ft. Lauderdale Airport/Cruise, an IHG Hotel",3.8,"1120 West State Road 84, Fort Lauderdale",FLL,ChIJ6fUl4poA2YgRijpxqXxaV5A
194,Fairfield Inn & Suites by Marriott Fort Lauderdale Airport & Cruise Port,4,"2081 Griffin Road, Dania Beach",FLL,ChIJMWeG9RSq2YgRkKZVuCe9jSQ
195,"Holiday Inn Express & Suites Ft. Lauderdale Airport/Cruise, an IHG Hotel",4,"1150 Florida 84, Fort Lauderdale",FLL,ChIJQ6j9-5oA2YgRDiZyGwuzOAY
196,Crowne Plaza Ft. Lauderdale Airport/Cruise,4,"455 Florida 84, Fort Lauderdale",FLL,ChIJH2ZuTWMA2YgRlIUFxmq5u0M
197,Best Western The Plaza Hotel,3.8,"3253 North Nimitz Highway, Honolulu",HNL,ChIJd0UB06lvAHwRZ131j2NndB8
198,Pacific Marina Inn,3.3,"2628 Waiwai Loop, Honolulu",HNL,ChIJRzU4sVVuAHwRb47zX4bkyCQ
199,Airport Honolulu Hotel,3.8,"3401 North Nimitz Highway, Honolulu",HNL,ChIJgYwc8advAHwRnS0CTS0s00I
200,Embassy Suites by Hilton Portland Airport,4.2,"7900 Northeast 82nd Avenue, Portland",PDX,ChIJlSaRYBaklVQRx0ubTIGuW_Y
201,Radisson Hotel Portland Airport,4.2,"6233 Northeast 78th Court, Portland",PDX,ChIJ42NOWh2klVQRkGW0guqQUMY
202,"Holiday Inn Portland-Airport (I-205), an IHG Hotel",3.9,"8439 Northeast Columbia Court, Portland",PDX,ChIJ8wvW7AGklVQR6oUdY50VKXU
203,Sheraton Portland Airport Hotel,4.2,"8235 Northeast Airport Way, Portland",PDX,ChIJwc5JlT2klVQRa1czlXp86R8
204,Residence Inn by Marriott Portland Airport at Cascade Station,4.4,"9301 Northeast Cascades Parkway, Portland",PDX,ChIJfdzA-hOklVQRSsFJBRJDsFg
205,Grand Hyatt Tampa Bay,4.5,"2900 Bayport Drive, Tampa",TPA,ChIJoaNvaGPCwogRa7EVtzV5nd8
206,Renaissance Tampa International Plaza Hotel,4.5,"4200 Jim Walter Boulevard, Tampa",TPA,ChIJc4_gvVLCwogRcMKGyflqumU
207,Tampa Airport Marriott,4.4,"Tampa International Airport, 4200 George J Bean Parkway, Tampa",TPA,ChIJQ0Sek0bCwogRpIIFHoyDJAs
208,Hilton Garden Inn Tampa Airport Westshore,4.4,"5312 Avion Park Drive, Tampa",TPA,ChIJ9fwTv1jCwogRLxo1ERokfrY
209,La Quinta Inn by Wyndham Tampa Bay Airport,3.1,"4730 West Spruce Street, Tampa",TPA,ChIJeXfQ9lbCwogROB-w_011tmQ
210,Red Roof Inn Cincinnati Airport-Florence/ Erlanger,3.3,"599 Donaldson Highway, Erlanger",CVG,ChIJZZzmQP3HQYgRGfMTQMEBV5U
211,"Holiday Inn Cincinnati Airport, an IHG Hotel",4.1,"1717 Airport Exchange Boulevard, Erlanger",CVG,ChIJDYR6q0DIQYgRf5GKvdFDfAI
212,Hilton Cincinnati Airport,4.2,"7373 Turfway Road, Florence",CVG,ChIJyz6ooMbHQYgRdYKeM6UBOtE
213,Marriott Cincinnati Airport,4.4,"2395 Progress Drive, Hebron",CVG,ChIJdcWlXwLJQYgRwuzg6iohFvU
214,Hampton Inn Cincinnati Airport-North,4.1,"755 Petersburg Road, Hebron",CVG,ChIJC4-D0QLJQYgRmZ02jGW-Wgw
215,Hilton Oakland Airport,3.8,"One Hegenberger Road, Oakland",OAK,ChIJ5ThdbKGFj4ARMP22GPvcZGo
216,Best Western Plus Airport Inn & Suites,4.1,"170 Hegenberger Loop, Oakland",OAK,ChIJ70vjh5eFj4ARJG9ggZ4vj04
217,Hampton Inn & Suites Oakland Airport-Alameda,4.1,"1700 Harbor Bay Parkway, Alameda",OAK,ChIJF_2QcEKEj4ARS4D7AUsIQ58
218,La Quinta Inn & Suites by Wyndham Oakland Airport Coliseum,3.3,"8465 Enterprise Way, Oakland",OAK,ChIJ45hkRJSFj4ARV7SszfZFo1M
219,Econo Lodge Inn & Suites Oakland Airport,3.5,"10 Hegenberger Road, Oakland",OAK,ChIJlTTRfqGFj4ARq_DpKSv1ekw
220,Hyatt Regency Pittsburgh International Airport,4.1,"1111 Airport Boulevard, Pittsburgh",PIT,ChIJw_MAUcNcNIgRW4fVO69-65k
221,La Quinta Inn by Wyndham Pittsburgh Airport,3.9,"8507 University Boulevard, Moon Township",PIT,ChIJl0mVz61dNIgRVETMweeLz00
222,Americas Best Value Inn Pittsburgh Airport,2.9,"8858 University Boulevard, Coraopolis",PIT,ChIJWRyH36xdNIgRdk2teK7MNZQ
223,Hampton Inn Pittsburgh-Airport,4.1,"8514 University Boulevard, Moon Township",PIT,ChIJjVCpOaxdNIgRSYmX9ELAETk
224,Sheraton Pittsburgh Airport Hotel,4,"1160 Thorn Run Road, Coraopolis",PIT,ChIJEf6uqEpcNIgR1DDf7XG5Gpg
225,DoubleTree by Hilton Hotel San Jose,3.9,"2050 Gateway Place, San Jose",SJC,ChIJK0PeRurLj4AR9WQha5RrPRQ
226,Sonesta Select San Jose Airport,4.1,"1727 Technology Drive, San Jose",SJC,ChIJf3Rp6pPLj4ARV_ZqG8IhgSE
227,Fairfield Inn & Suites by Marriott San Jose Airport,4.1,"1755 North First Street, San Jose",SJC,ChIJ1Q_Ji5LLj4ARvnfD6_dlgU8
228,Sonesta ES Suites San Jose Airport,4.3,"1602 Crane Court, San Jose",SJC,ChIJvfYujfLLj4ARNK3HJdqghfw
229,La Quinta Inn & Suites by Wyndham San Jose Airport,3.9,"2585 Seaboard Avenue, San Jose",SJC,ChIJD8snJtfLj4ARBwiVOrGWpyk
230,Embassy Suites by Hilton Raleigh Durham Airport Brier Creek,4.6,"8001 Arco Corporate Drive, Raleigh",RDU,ChIJ012f0J3wrIkRW5LCjhFIG-s
231,Hilton Garden Inn Raleigh-Durham Airport,4.1,"1500 RDU Center Drive, Morrisville",RDU,ChIJUfaGJqHxrIkR2q6fS13h32w
232,Fairfield Inn & Suites by Marriott Raleigh-Durham Airport/Research Triangle Park,4.3,"2750 Slater Road, Morrisville",RDU,ChIJe5XNU8_xrIkRRlANdluUetc
233,Microtel Inn & Suites by Wyndham Raleigh Durham Airport,3.4,"104 Factory Shops Road, Morrisville",RDU,ChIJ3ZvXUMjxrIkR7pvPaqVbeSk
234,Fairfield Inn & Suites by Marriott Raleigh-Durham Airport/Brier Creek,4.3,"10040 Sellona Street, Raleigh",RDU,ChIJd0APrGjwrIkRRG5Reg4zH2E
235,La Quinta Inn & Suites by Wyndham Memphis Airport Graceland,3.7,"2979 Millbranch Road, Memphis",MEM,ChIJY5BkyGV91YcRDbcuUuiTfMI
236,Knights Inn Memphis at Airways Blvd,2.7,"2949 Airways Boulevard, Memphis",MEM,ChIJQzNd9o2Hf4gREyEykOmlmLQ
237,Courtyard by Marriott Memphis Airport,3.7,"1780 Nonconnah Boulevard, Memphis",MEM,ChIJvR2PNGN91YcRsV2OTaSr03k
238,Days Inn by Wyndham Memphis at Graceland Airport,3,"3839 Elvis Presley Boulevard, Memphis",MEM,ChIJqfV7KTJ91YcRefCLX7wnGWM
239,Holiday Inn Memphis Airport - Conf Ctr,3.6,"2240 Democrat Road, Memphis",MEM,ChIJDXp3L-iHf4gRn7wgNk_D9FM
240,Hilton Irvine/Orange County Airport,4,"18800 Macarthur Boulevard, Irvine",SNA,ChIJkV5eRfHe3IAR6Cs5dv_0vNw
241,Irvine Marriott,4.4,"18000 Von Karman Avenue, Irvine",SNA,ChIJx6oOPoze3IAR4aCGakw8AA4
242,Embassy Suites by Hilton Irvine Orange County Airport,4.2,"2120 Main Street, Irvine",SNA,ChIJW4qqNZLe3IARkZszdPZl3a8
243,SpringHill Suites by Marriott Irvine John Wayne Airport/Orange County,4.2,"17601 Fitch, Irvine",SNA,ChIJWWJMx8be3IARazbB-zQjze4
244,Courtyard by Marriott Irvine John Wayne Airport/Orange County,4.1,"2701 Main Street, Irvine",SNA,ChIJJfLgTITe3IARxED3ASX3kao
245,La Quinta Inn & Suites by Wyndham Cleveland - Airport North,4,"4222 West 150th Street, Cleveland",CLE,ChIJE3BVwbntMIgRSD-ab95c1io
246,Hilton Garden Inn Cleveland Airport,4.2,"4900 Emerald Court Southwest, Cleveland",CLE,ChIJnfbGlt3sMIgRBWLZwfE8w3o
247,Ramada by Wyndham Cleveland Airport West,2.9,"22115 Brookpark Road, Fairview Park",CLE,ChIJOQceKjOTMIgRTk7FAt6xEOs
248,Howard Johnson by Wyndham Cleveland Airport,2.6,"16644 Snow Road, Brook Park",CLE,ChIJoSwMPmTsMIgRuKWSc15GfEA
249,Comfort Inn Cleveland Airport,3.5,"17550 Rosbough Boulevard, Middleburg Heights",CLE,ChIJBVvE453rMIgRS_8rzAo0o8s
250,"Crowne Plaza Indianapolis-Airport, an IHG Hotel",4,"2501 South High School Road, Indianapolis",IND,ChIJTX58BZGnbIgR-C97ptNlWcw
251,"Country Inn & Suites by Radisson, Indianapolis Airport South, IN",4.2,"5630 Flight School Drive, Indianapolis",IND,ChIJSyTicWGnbIgR5Y2PKwa1NKg
252,Comfort Suites near Indianapolis Airport,4.1,"2750 Fortune Circle West, Indianapolis",IND,ChIJYyiF7IWnbIgRST0Ts_ewSw8
253,Wyndham Indianapolis West,3.7,"2544 Executive Drive, Indianapolis",IND,ChIJFRoLx4mnbIgRoVSCc_zKW7I
254,La Quinta Inn by Wyndham Indianapolis Airport Executive Dr,3.3,"2650 Executive Drive, Indianapolis",IND,ChIJLc23FIinbIgRwUi8W9ZBzcs
255,Embassy Suites by Hilton Columbus Airport,4.4,"2886 Airport Drive, Columbus",CMH,ChIJS7UCj5GJOIgRr3Owc49VN68
256,Hampton Inn Columbus-Airport,4.1,"4280 International Gateway, Columbus",CMH,ChIJR7IzpxBiOIgRZ6mrlJkPpOU
257,Hilton Garden Inn Columbus Airport,4.1,"4265 Sawyer Road, Columbus",CMH,ChIJt7XtPBpiOIgR7akCfQBjnvo
258,Sonesta Simply Suites Columbus Airport Gahanna,4.3,"590 Taylor Road, Gahanna",CMH,ChIJC0WnSdRjOIgRTLkUuDxJF8E
259,Four Points by Sheraton Columbus Ohio Airport,3.8,"3030 Plaza Properties Boulevard, Columbus",CMH,ChIJ02d16_KJOIgRDAFVubwTjbM
260,Courtyard by Marriott Tucson Airport,4.1,"2505 East Executive Drive, Tucson",TUS,ChIJx-6uDxp71oYR1zLoIv7ZNbo
261,La Quinta Inn & Suites by Wyndham Tucson Airport,4.2,"7001 South Tucson Boulevard, Tucson",TUS,ChIJXeOavxN71oYRbLGkKoBPTwQ
262,Best Western Tucson Int'L Airport Hotel & Suites,3.9,"6801 South Tucson Boulevard, Tucson",TUS,ChIJXZQvFhF71oYR1aZdfq5j_co
263,"Country Inn & Suites by Radisson, Tucson Airport, AZ",4.2,"6681 South Tucson Boulevard, Tucson",TUS,ChIJGZV3tBB71oYRX517ECSJP50
264,Four Points by Sheraton Tucson Airport,4,"7060 South Tucson Boulevard, Tucson",TUS,ChIJ7bMXUxJ71oYRL7Hoo2boW6E
265,Hilton Garden Inn Buffalo Airport,4.4,"4201 Genesee Street, Cheektowaga",BUF,ChIJLfFZwrN004kRIOrKwqI9M7g
266,Homewood Suites by Hilton Buffalo-Airport,4.3,"760 Dick Road, Cheektowaga",BUF,ChIJJR9vBFQL04kRTZjIgC5V6Xo
267,Salvatore's Garden Place Hotel,3.9,"6615 Transit Road, Williamsville",BUF,ChIJUd1w49V104kRh6m_t8jVotI
268,Millennium Buffalo,3.9,"2040 Walden Avenue, Buffalo",BUF,ChIJeaLDnpcM04kR_Fo5TWal0ZE
269,"Holiday Inn Express & Suites Buffalo-Airport, an IHG Hotel",4.2,"131 Buell Avenue, Cheektowaga",BUF,ChIJk0apc61004kRTC3FueOL5_I
270,Hotel Captain Cook,4.5,"939 West 5th Avenue, Anchorage",ANC,ChIJoUUNNIG9yFYRT1rea_yflgI
271,Hilton Anchorage,3.6,"500 West 3rd Avenue, Anchorage",ANC,ChIJgzxCdIe9yFYRdq3MOq8mrQ0
272,SpringHill Suites by Marriott Anchorage University Lake,4.3,"4050 University Lake Drive, Anchorage",ANC,ChIJiTrF5QKXyFYRaSvG-2NZzx4
273,Dimond Center Hotel,4.1,"700 East Dimond Boulevard, Anchorage",ANC,ChIJhwSSWNCZyFYRERrQFrAM0SI
274,Anchorage Downtown Hotel,3.1,"826 K Street, Anchorage",ANC,ChIJef-GSIC9yFYRMmMwrhjjdgY
275,Hilton Garden Inn Jacksonville Airport,4,"13503 Ranch Road, Jacksonville",JAX,ChIJ1RVGsq2v5YgRppXEnZKVlGw
276,Hyatt Place Jacksonville Airport,4.2,"14565 Duval Road, Jacksonville",JAX,ChIJx0UteK2v5YgRbEix1kc2xQw
277,Courtyard by Marriott Jacksonville Airport Northeast,4.2,"14668 Duval Road, Jacksonville",JAX,ChIJ8c4hSa2v5YgRf2shsMAJ9UY
278,Jacksonville Plaza Hotel & Suites,3.3,"14585 Duval Road, Jacksonville",JAX,ChIJ_2fScq2v5YgRpPr-0M8hsSw
279,SpringHill Suites by Marriott Jacksonville Airport,4,"13550 Airport Court, Jacksonville",JAX,ChIJozSXGq-v5YgREgRuKj_hsYY
280,Hilton Garden Inn Hartford North/Bradley Int'l Airport,4.3,"555 Corporate Drive, Windsor",BDL,ChIJVQB4cqH_5okRViSjZ0-lmGs
281,Fairfield Inn & Suites by Marriott Hartford Airport,4,"2 Loten Drive, Windsor Locks",BDL,ChIJ4TTxTHr-5okRGibDNTOM44I
282,Econo Lodge Inn & Suites Airport,3.4,"34 Old County Road, Windsor Locks",BDL,ChIJacAY2dX95okROwpeOqd4FvU
283,DoubleTree by Hilton Hotel Hartford - Bradley Airport,3.8,"16 Ella T, Ella Grasso Turnpike, Windsor Locks",BDL,ChIJW3ufqHr-5okRMN1mxWxsQmQ
284,SpringHill Suites by Marriott Hartford Airport/Windsor Locks,4.2,"225 Ella Grasso Turnpike, Windsor Locks",BDL,ChIJrU6Szdb95okRQok30QWT8Qs
285,"Holiday Inn Palm Beach-Airport Conf Ctr, an IHG Hotel",3.8,"1301 Belvedere Road, West Palm Beach",PBI,ChIJg6jptk7W2IgRmpbpLFl1q70
286,Hilton Palm Beach Airport,4.1,"150 Australian Avenue, West Palm Beach",PBI,ChIJSQIRg7bX2IgRWt51oMk2y8M
287,DoubleTree by Hilton Hotel West Palm Beach Airport,3.8,"1808 South Australian Avenue, West Palm Beach",PBI,ChIJ1xoQbUbW2IgRSlb3VSAOhlw
288,Embassy Suites by Hilton West Palm Beach Central,4.2,"1601 Belvedere Road, West Palm Beach",PBI,ChIJ-0o670nW2IgRei3NTJxV6EU
289,West Palm Beach Marriott,4.2,"1001 Okeechobee Boulevard, West Palm Beach",PBI,ChIJLRfMWF3W2IgRApHUwnsXqdM
290,Maui Seaside Hotel,3.8,"100 West Kaahumanu Avenue, Kahului",OGG,ChIJi7shuN7SVHkRlj70fKaE7N0
291,Maui Beach Hotel,3.7,"170 West Kaahumanu Avenue, Kahului",OGG,ChIJJwCz3N7SVHkRXqWINLrLXOE
292,Maui Sunset,4.4,"1032 South Kihei Road, Kihei",OGG,ChIJhX9eG0TQVHkR418-ozVji8o
293,Maui Coast Hotel,4.5,"2259 South Kihei Road, Kihei",OGG,ChIJ9QaO7qDaVHkR5yI5lfNlSOg
294,The Hale Pau Hana,4.8,"2480 South Kihei Road, Kihei",OGG,ChIJnR4fuaPaVHkRj_dN_9_yVVI
295,"Holiday Inn Express & Suites Sacramento Airport Natomas, an IHG Hotel",4.2,"2981 Advantage Way, Sacramento",SAC,ChIJM1QSh_spm4ARraE1WYfixbQ
296,Hampton Inn & Suites Sacramento-Airport-Natomas,4.3,"3021 Advantage Way, Sacramento",SAC,ChIJz_XrEfwpm4ARZgOu1GHw-Pw
297,Homewood Suites by Hilton Sacramento Airport-Natomas,4.2,"3001 Advantage Way, Sacramento",SAC,ChIJ2euq9fspm4ARDJNU9vy4YKY
298,Four Points by Sheraton Sacramento International Airport,3.7,"4900 Duckhorn Drive, Sacramento",SAC,ChIJqVGyVwIqm4ARUMigG870MPY
299,Worldwide Oakwood,4,"4101 Innovator Drive, Sacramento",SAC,ChIJxdU1aT3WmoARHjV5i7OKDWc
300,Hampton Inn & Suites Norfolk-Airport,4.2,"1511 USAA Drive, Norfolk",ORF,ChIJ2407cfaWuokR6Y2N6L4kRdc
301,Best Western Center Inn,3.8,"5718 Northampton Boulevard, Virginia Beach",ORF,ChIJsT-2OpyWuokRMIVM3DNjulc
302,Residence Inn by Marriott Norfolk Airport,4,"1590 North Military Highway, Norfolk",ORF,ChIJhS21KveWuokRX2SwzyxdsHc
303,La Quinta Inn & Suites by Wyndham Norfolk Airport,3.9,"1387 North Military Highway, Norfolk",ORF,ChIJiX36SliWuokR4O69vfL-4ak
304,Red Roof Inn Virginia Beach - Norfolk Airport,3.2,"5745 Northampton Boulevard, Virginia Beach",ORF,ChIJNTTI8JyWuokRGAg71TOFzvY
305,"Holiday Inn Express & Suites Reno Airport, an IHG Hotel",4.4,"2375 Market Street, Reno",RNO,ChIJX8m41WY_mYAR7oBrdT7oP9M
306,Grand Sierra Resort and Casino,4.3,"2500 East 2nd Street, Reno",RNO,ChIJG7qnuls_mYARweP739kMgh8
307,Peppermill Resort Spa Casino,4.4,"2707 South Virginia Street, Reno",RNO,ChIJ07LkRY9AmYARbPPabWOgb1I
308,Nugget Casino Resort,3.8,"1100 Nugget Avenue, Sparks",RNO,ChIJxQpVnjo_mYARW9gkVzXSKgY
309,Eldorado Resort Casino,4.2,"345 North Virginia Street, Reno",RNO,ChIJ080StzVHmYARD-YbD1sKARw
310,Los Angeles Marriott Burbank Airport,4.3,"2500 North Hollywood Way, Burbank",BUR,ChIJdQ5F7aeVwoARAsQHeyQNLzA
311,Ramada by Wyndham Burbank Airport,3.7,"2900 North San Fernando Boulevard, Burbank",BUR,ChIJ-TgkJgSVwoARnM1PziFoUb4
312,Hampton Inn and Suites Los Angeles Burbank Airport,4.2,"7501 North Glenoaks Boulevard, Burbank",BUR,ChIJr3gi1gGVwoARg_Wq-IpPZqM
313,Courtyard by Marriott Los Angeles Burbank Airport,4.2,"2100 Empire Avenue, Burbank",BUR,ChIJ1XWJhxKVwoAROqbHjEbClSc
314,Extended Stay America - Los Angeles - Burbank Airport,3.6,"2200 Empire Avenue, Burbank",BUR,ChIJn9DknhKVwoARzZYfCk-I424
315,Long Beach Marriott,4.4,"4700 Airport Plaza Drive, Long Beach",LGB,ChIJaxXXgyEy3YARo3UO0Y5o8ao
316,"Holiday Inn Long Beach Airport, an IHG Hotel",4,"2640 North Lakewood Boulevard, Long Beach",LGB,ChIJGdQGnIkx3YARHcjYXaRh0NE
317,Residence Inn by Marriott Long Beach,4.3,"4111 East Willow Street, Long Beach",LGB,ChIJV01VNogx3YARqMq1oDJEAxM
318,Courtyard by Marriott Long Beach Airport,4.4,"3841 North Lakewood Boulevard, Long Beach",LGB,ChIJ13s5P0cy3YARKf-7H9rpskw
319,Extended Stay America - Los Angeles - Long Beach Airport,3.2,"4105 East Willow Street, Long Beach",LGB,ChIJnyw1TYgx3YARWU25vbcqlF4
320,Hampton Inn & Suites Providence/Warwick-Airport,3.2,"2100 Post Road, Warwick",PVD,ChIJaV_w2yhM5IkRf2AL3kRAuvU
321,Holiday Inn Express & Suites Warwick-Providence (Airport),4.2,"901 Jefferson Boulevard, Warwick",PVD,ChIJH6DlNSRM5IkRPb0odTDwTEU
322,Radisson Hotel Providence Airport,3.9,"2081 Post Road, Warwick",PVD,ChIJc9d88ChM5IkROk3cbd1z7q0
323,Hilton Garden Inn Providence Airport/Warwick,4.3,"1 Thurber Street, Warwick",PVD,ChIJlROHX51O5IkRxnltsrLH7IY
324,La Quinta Inn & Suites by Wyndham Warwick Providence Airport,3.6,"36 Jefferson Boulevard, Warwick",PVD,ChIJGxUFuPZO5IkRVXNj2eSaBnE
325,Best Western Premier Waterfront Hotel & Convention Center,4.4,"1 North Main Street, Oshkosh",OSH,ChIJe7QFyfTrA4gRbIws5gZLRd0
326,Hilton Garden Inn Oshkosh,4.1,"1355 West 20th Avenue, Oshkosh",OSH,ChIJaar5lr7uA4gRiK4T4ZwObi8
327,Fairfield Inn & Suites by Marriott Oshkosh,3.9,"1800 South Koeller Street, Oshkosh",OSH,ChIJi-Sd0cXuA4gRAnIbjG7LjFY
328,"Holiday Inn Express & Suites Oshkosh-Sr 41, an IHG Hotel",4.1,"2251 Westowne Avenue, Oshkosh",OSH,ChIJTU_emxjpA4gRlrVabv9oDcA
329,"Motel 6 Oshkosh, WI",2.7,"1015 South Washburn Street, Oshkosh",OSH,ChIJKzzrFM3uA4gRYl0digf5Ar4
330,Hilton Omaha,4.1,"1001 Cass Street, Omaha",OMA,ChIJVVxxHrqPk4cRG2Y67svzDxo
331,Courtyard by Marriott Omaha Downtown/Old Market Area,4.3,"101 South 10th Street, Omaha",OMA,ChIJ11V5zrqPk4cRpmeVE18hdlA
332,Hilton Garden Inn Omaha Downtown/Old Market Area,4.1,"1005 Dodge Street, Omaha",OMA,ChIJP_nuurqPk4cRr4gaAZTf6UU
333,DoubleTree by Hilton Hotel Omaha Downtown,3.8,"1616 Dodge Street, Omaha",OMA,ChIJwdXLQLKPk4cRsqu7mX4skBY
334,Magnolia Hotel Omaha,4.2,"1615 Howard Street, Omaha",OMA,ChIJvRwUUayPk4cRKeFqDLEl2NA
335,"Crowne Plaza Louisville Airport Expo Ctr, an IHG Hotel",4.1,"830 Phillips Lane, Louisville",SDF,ChIJ-R6CU6YNaYgRAgpCmQr6wNQ
336,Hilton Garden Inn Louisville Airport,4.4,"2735 Crittenden Drive, Louisville",SDF,ChIJSxoR5nMNaYgRVxION2i3fbY
337,Courtyard by Marriott Louisville Airport,4,"819 Phillips Lane, Louisville",SDF,ChIJ0cgL3KMNaYgR9pGKS9MxiKs
338,Red Roof Inn Louisville Expo Airport,3.3,"4704 Preston Highway, Louisville",SDF,ChIJHwJ3IUkMaYgR4NkP_JRB2Dc
339,Ramada by Wyndham Louisville Expo Center,3.5,"2912 Crittenden Drive, Louisville",SDF,ChIJl7fCLnQNaYgRTmj9gFm0Vz4
340,DoubleTree by Hilton Hotel Ontario Airport,4.2,"222 North Vineyard Avenue, Ontario",ONT,ChIJ_3xWE1o0w4ARNg29tIPPFvY
341,Ontario Airport Hotel & Conference Center,4.1,"700 North Haven Avenue, Ontario",ONT,ChIJh8pUSqA1w4ARnmmYTDrKXUg
342,"Holiday Inn Express & Suites Ontario Airport, an IHG Hotel",4.3,"2280 South Haven Avenue, Ontario",ONT,ChIJtcXnsjU1w4ARtLIf9Leuv9s
343,Best Western Plus Ontario Airport & Convention Center,4.3,"209 North Vineyard Avenue, Ontario",ONT,ChIJ0QCww1s0w4ARDq52_JdEjLg
344,Hilton Garden Inn Ontario/Rancho Cucamonga,4.3,"11481 Mission Vista Drive, Rancho Cucamonga",ONT,ChIJK4Dsu4Y1w4ARV524Sx2C4yQ
345,Crowne Plaza Syracuse,4,"701 East Genesee Street, Syracuse",SYR,ChIJXxPu66Tz2YkRrDM-ZxvDhEE
346,The Parkview Hotel,4.3,"713 East Genesee Street, Syracuse",SYR,ChIJrWsN9KTz2YkRFwo4vpFDe8I
347,Jefferson Clinton Suites,4.3,"416 South Clinton Street, Syracuse",SYR,ChIJa_hOyrjz2YkRPNS3MsHdMlA
348,Hilton Garden Inn Syracuse,4.3,"6004 Fair Lakes Road, East Syracuse",SYR,ChIJMRZlv6eS2YkRsqEZ4W4L3vU
349,"Holiday Inn Express Syracuse Airport, an IHG Hotel",4,"5418 South Bay Road, North Syracuse",SYR,ChIJZcNblaLt2YkRbFxK7fMyW4Y
350,Camp Cobbossee Inc,4.5,"3 New King Street # 1, West Harrison",HPN,ChIJCxCWS5C9wokRraf6PG250To
351,Moorehead Manor,5,"1065 King Street, Greenwich",HPN,ChIJ7e1U3peXwokRVRxwr-Yl_Jc
352,Cedar Hall,4.1,"1 Orchard Road, Armonk",HPN,ChIJNakqpbW9wokRTA6kcr3wc1E
353,"Crowne Plaza Albany - the Desmond Hotel, an IHG Hotel",4.3,"660 Albany Shaker Road, Albany",ALB,ChIJ7Z55HvUM3okRxsDNMYb8DhI
354,SureStay Plus Hotel By Best Western Albany Airport,3.2,"200 Wolf Road, Albany",ALB,ChIJZ5pjjIsM3okRykpQyo9Jxfg
355,Marriott Albany,4.2,"189 Wolf Road, Albany",ALB,ChIJuer1J4kM3okRp4RBJOztaeA
356,Hilton Garden Inn Albany Airport,4,"800 Albany Shaker Road, Albany",ALB,ChIJr6-fGd4M3okRH6zn1hg7LaU
357,Hampton Inn Albany-Wolf Road (Airport),4.1,"10 Ulenski Drive, Albany",ALB,ChIJq0QkYooM3okRKyGRYaJfDwU
358,"Crowne Plaza Charleston Airport - Conv Ctr, an IHG Hotel",4.3,"4831 Tanger Outlet Boulevard, North Charleston",CHS,ChIJY5dR91tj_ogR_Wmf9kfe1ho
359,Hilton Garden Inn Charleston Airport,4.2,"5265 International Boulevard, North Charleston",CHS,ChIJf5Y90U5j_ogRm4_4yWYS8yg
360,Hyatt Place Charleston Airport/Convention Center,4.4,"3234 West Montague Avenue, North Charleston",CHS,ChIJQbhrLFJj_ogRBKUuArcBxIY
361,"Home2 Suites by Hilton Charleston Airport/Convention Center, SC",4.3,"3401 West Montague Avenue, North Charleston",CHS,ChIJzyfruU1j_ogRs5UD_CYF8O8
362,Quality Inn Coliseum,3.3,"5055 North Arco Lane, North Charleston",CHS,ChIJoVL_ZFlj_ogRTDhleKy_m6s
